date,event,source,start_date,end_date
100000,"Native North American earthworms, such as Megascolecidae, will have naturally spread north through the United States Upper Midwest to the Canada–US border, recovering from the Laurentide Ice Sheet glaciation (38°N to 49°N), assuming a migration rate of 10 metres per year.[21] (However, non-native invasive earthworms of North America have already been introduced by humans on a much shorter timescale, causing a shock to the regional ecosystem.)",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,100000,100000
100000,"As one of the long-term effects of global warming, 10% of anthropogenic carbon dioxide will still remain in a stabilized atmosphere.[22]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,100000,100000
250000,"Lōʻihi, the youngest volcano in the Hawaiian–Emperor seamount chain, will rise above the surface of the ocean and become a new volcanic island.[23]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,250000,250000
300000,"At some point in the next ""several"" hundred thousand years, the Wolf–Rayet star WR 104 is expected to explode in a supernova. It has been suggested that it may produce a gamma-ray burst that could pose a threat to life on Earth should its poles be aligned 12° or lower towards Earth. The star's axis of rotation has yet to be determined with certainty.[24]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,300000,300000
500000,"Earth will likely have been hit by an asteroid of roughly 1 km in diameter, assuming it cannot be averted.[25]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,500000,500000
500000,The rugged terrain of Badlands National Park in South Dakota will have eroded away completely.[26],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,500000,500000
1000000,"Meteor Crater, a large impact crater in Arizona considered the ""freshest"" of its kind, will have eroded away.[27]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1000000,1000000
1000000,"Earth will likely have undergone a supervolcanic eruption large enough to erupt 3,200 km3 (770 cubic miles) of magma, an event comparable to the Toba supereruption 75,000 years ago.[20]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1000000,1000000
1000000,"Highest estimated time until the red supergiant star Betelgeuse explodes in a supernova. The explosion is expected to be easily visible in daylight.[28][29] It may explode in as little as 100,000 years, if particular evolutionary models turn out to be correct.",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1000000,1000000
1000000,"Desdemona and Cressida, moons of Uranus, will likely have collided.[30]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1000000,1000000
1400000,"The star Gliese 710 will pass as close as 9,000 AU (0.14 light-years to the Sun) before moving away. This will gravitationally perturb members of the Oort cloud, a halo of icy bodies orbiting at the edge of the Solar System, thereafter raising the likelihood of a cometary impact in the inner Solar System.[31]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1400000,1400000
2000000,Estimated time for the recovery of coral reef ecosystems from human-caused ocean acidification; a similar time was taken for the recovery of marine ecosystems after the acidification event that occurred about 65 million years ago.[32],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2000000,2000000
2000000,"The Grand Canyon will erode further, deepening slightly, but principally widening into a broad valley surrounding the Colorado River.[33]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2000000,2000000
2700000,"Average orbital half-life of current centaurs, that are unstable because of gravitational interaction of the several outer planets.[34] See predictions for notable centaurs.",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2700000,2700000
10000000,"The widening East African Rift valley is flooded by the Red Sea, causing a new ocean basin to divide the continent of Africa[35] and the African Plate into the newly formed Nubian Plate and the Somali Plate.",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,10000000,10000000
10000000,"Estimated time for full recovery of biodiversity after a potential Holocene extinction, if it were on the scale of the five previous major extinction events.[36] Even without a mass extinction, by this time most current species will have disappeared through the background extinction rate, with many clades gradually evolving into new forms.[37]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,10000000,10000000
100000000,"Cupid and Belinda, moons of Uranus, will likely have collided.[30]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,100000000,100000000
25000000,"According to Christopher R. Scotese, the movement of the San Andreas Fault will cause the Gulf of California to flood into the Central Valley. This will form a new inland sea on the West Coast of North America.[38]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,25000000,25000000
50000000,Maximum estimated time before the moon Phobos collides with Mars.[39],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,50000000,50000000
50000000,"According to Christopher R. Scotese, the movement of the San Andreas Fault will cause the current locations of Los Angeles and San Francisco to merge.[38] The Californian coast will begin to be subducted into the Aleutian Trench.[40] Africa's collision with Eurasia closes the Mediterranean Basin and creates a mountain range similar to the Himalayas.[41] The Appalachian Mountains peaks will largely erode away,[42] weathering at 5.7 Bubnoff units, although topography will actually rise as regional valleys deepen at twice this rate.[43]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,50000000,50000000
55000000,"The Canadian Rockies will erode away to a plain, assuming a rate of 60 Bubnoff units.[44] The Southern Rockies in the United States are eroding at a somewhat slower rate.[45]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,55000000,55000000
225000000,Estimated time for Earth to naturally replenish its fossil fuel reserves.[46],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,225000000,225000000
80000000,"The Big Island will have become the last of the current Hawaiian Islands to sink beneath the surface of the ocean, while a more recently formed chain of ""new Hawaiian Islands"" will then have emerged in their place.[47]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,80000000,80000000
100000000,"Earth will likely have been hit by an asteroid comparable in size to the one that triggered the K–Pg extinction 66 million years ago, assuming it cannot be averted.[48]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,100000000,100000000
100000000,"According to the Pangaea Proxima Model created by Christopher R. Scotese, a new subduction zone will open in the Atlantic Ocean and the Americas will begin to converge back toward Africa.[38]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,100000000,100000000
100000000,Upper estimate for lifespan of the rings of Saturn in their current state.[49],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,100000000,100000000
110000000,The Sun's luminosity has increased by 1%.[50],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,110000000,110000000
180000000,"Due to the gradual slowing down of Earth's rotation, a day on Earth will be one hour longer than it is today.[51]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,180000000,180000000
230000000,"Prediction of the orbits of the planets is impossible over greater time spans than this, due to the limitations of Lyapunov time.[52]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,230000000,230000000
240000000,"From its present position, the Solar System completes one full orbit of the Galactic center.[53]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,240000000,240000000
250000000,"According to Christopher R. Scotese, due to the northward movement of the West Coast of North America, the coast of California will collide with Alaska.[38]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,250000000,250000000
300000000,"All the continents on Earth may fuse into a supercontinent. Three potential arrangements of this configuration have been dubbed Amasia, Novopangaea, and Pangaea Ultima.[38][54] This will likely result in a glacial period, lowering sea levels and increasing oxygen levels, further lowering global temperatures.[55][56]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,300000000,300000000
250000000,"Rapid biological evolution may occur due to the formation of a supercontinent, causing lower temperatures and higher oxygen levels.[57]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,250000000,250000000
450000000,"Estimated time for Venus's mantle temperature to reach its maximum. Then, over a period of about 100 million years, major subduction occurs and the crust is recycled.[58]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,450000000,450000000
350000000,"According to the extroversion model, first developed by Paul F. Hoffman, the Pacific Ocean will close completely.[59][60][54]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,350000000,350000000
450000000,"The supercontinent (Pangaea Ultima, Novopangaea, or Amasia) will likely have rifted apart.[54] This will likely result in higher global temperatures, similar to the Cretaceous period.[57]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,450000000,450000000
500000000,"Estimated time until a gamma-ray burst, or massive, hyperenergetic supernova, occurs within 6,500 light-years of Earth; close enough for its rays to affect Earth's ozone layer and potentially trigger a mass extinction, assuming the hypothesis is correct that a previous such explosion triggered the Ordovician–Silurian extinction event. However, the supernova would have to be precisely oriented relative to Earth to have any negative effect.[61]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,500000000,500000000
600000000,Tidal acceleration moves the Moon far enough from Earth that total solar eclipses are no longer possible.[62],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,600000000,600000000
600000000,"The Sun's increasing luminosity begins to disrupt the carbonate–silicate cycle; higher luminosity increases weathering of surface rocks, which traps carbon dioxide in the ground as carbonate. As water evaporates from the Earth's surface, rocks harden, causing plate tectonics to slow and eventually stop. Without volcanoes to recycle carbon into the Earth's atmosphere, carbon dioxide levels begin to fall.[63] By this time, carbon dioxide levels will fall to the point at which C3 photosynthesis is no longer possible. All plants that utilize C3 photosynthesis (≈99 percent of present-day species) will die.[64]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,600000000,600000000
750000000,"The death of most plant life will result in less oxygen in the atmosphere, allowing for more DNA-damaging ultraviolet radiation to reach the surface. The rising temperatures will increase chemical reactions in the atmosphere, further lowering oxygen levels. Flying animals would be better off because of their ability to travel large distances looking for cooler temperatures.[65] Many animals may be driven to the poles or possibly underground. These creatures would become active during the polar night and hibernate during the polar day due to the intense heat and radiation. Much of the land would become a barren desert, and plants and animals would primarily be found in the oceans.[66]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,750000000,750000000
800000000,"Carbon dioxide levels fall to the point at which C4 photosynthesis is no longer possible.[64] Without plant life to recycle oxygen in the atmosphere, free oxygen and the ozone layer will disappear from the atmosphere allowing for intense levels of deadly UV light to reach the surface. In the book The Life and Death of Planet Earth, authors Peter D. Ward and Donald Brownlee stated that some animal life may be able to survive in the oceans. Eventually, however, all multicellular life will die out.[67] The only life left on the Earth after this will be single-celled organisms.",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,800000000,800000000
1000000,"27% of the ocean's mass will have been subducted into the mantle. If this were to continue uninterrupted, it would reach an equilibrium where 65% of the surface water would remain at the surface.[68]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1000000,1000000
1100000,"The Sun's luminosity has risen by 10%, causing Earth's surface temperatures to reach an average of c. 320 K (47 °C; 116 °F). The atmosphere will become a ""moist greenhouse"", resulting in a runaway evaporation of the oceans.[63][69] This would cause plate tectonics to stop completely, if not already stopped before this time.[70] Pockets of water may still be present at the poles, allowing abodes for simple life.[71][72]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1100000,1100000
1200000,"High estimate till all plant life dies out assuming some form of photosynthesis is possible despite extremely low carbon dioxide levels. If this is possible, rising temperatures will make a complex biosphere unsustainable from this point on.[73][74][75]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1200000,1200000
1300000,Eukaryotic life dies out on Earth due to carbon dioxide starvation. Only prokaryotes remain.[67],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1300000,1300000
1550000,"The Sun's rising luminosity causes its circumstellar habitable zone to move outwards; as carbon dioxide rises in Mars's atmosphere, its surface temperature rises to levels akin to Earth during the ice age.[67][76]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1550000,1550000
1600000,Lower estimate until all prokaryotic life will go extinct.[67],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,1600000,1600000
2000000,High estimate until the Earth's oceans evaporate if the atmospheric pressure were to decrease via the nitrogen cycle.[77],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2000000,2000000
2300000,"The Earth's outer core freezes, if the inner core continues to grow at its current rate of 1 mm (0.039 in) per year.[78][79] Without its liquid outer core, the Earth's magnetic field shuts down,[80] and charged particles emanating from the Sun gradually deplete the atmosphere.[81]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2300000,2300000
2550000,"The Sun will have reached a maximum surface temperature of 5,820 K. From then on, it will become gradually cooler while its luminosity will continue to increase.[69]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2550000,2550000
2800000,"Earth's surface temperature reaches c. 420 K (147 °C; 296 °F), even at the poles. At this point, all life, now reduced to unicellular colonies in isolated, scattered microenvironments such as high-altitude lakes or caves, will go extinct.[63][82]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,2800000,2800000
3000000,"There is a roughly 1-in-100,000 chance that the Earth might be ejected into interstellar space by a stellar encounter before this point, and a 1-in-3-million chance that it will then be captured by another star. Were this to happen, life, assuming it survived the interstellar journey, could potentially continue for far longer.[83]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,3000000,3000000
3000000,"Median point at which the Moon's rising distance from the Earth lessens its stabilising effect on the Earth's axial tilt. As a consequence, Earth's true polar wander becomes chaotic and extreme, leading to dramatic shifts in the planet's climate due to the changing axial tilt.[84]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,3000000,3000000
3300000,"1% chance that Jupiter's gravity may make Mercury's orbit so eccentric as to collide with Venus, sending the inner Solar System into chaos. Possible scenarios include Mercury colliding with the Sun, being ejected from the Solar System, or colliding with Earth.[85]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,3300000,3300000
4000000,"All water currently present in oceans (if not lost earlier) evaporates. The greenhouse effect caused by the massive, water-rich atmosphere, combined with the Sun's luminosity reaching roughly 35–40% above its present value, will result in Earth's surface temperature rising to 1,400 K (1,130 °C; 2,060 °F), which is hot enough to melt some surface rock.[70][77][86][87] This period in Earth's future is often compared to Venus today, but the temperature is actually around two times the temperature on Venus today, and at this temperature the surface will be partially molten,[88] while Venus probably has a mostly solid surface at present. Venus will also probably drastically heat up at this time as well, most likely being much hotter than Earth will be as it is closer to the Sun.",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,4000000,4000000
3600000,"Neptune's moon Triton falls through the planet's Roche limit, potentially disintegrating into a planetary ring system similar to Saturn's.[89]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,3600000,3600000
4000000,"Median point by which the Andromeda Galaxy will have collided with the Milky Way, which will thereafter merge to form a galaxy dubbed ""Milkomeda"".[90] The planets of the Solar System are expected to be relatively unaffected by this collision.[91][92][93]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,4000000,4000000
4500000,"Mars reaches the same solar flux the Earth did when it first formed, 4.5 billion years ago from today.[76]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,4500000,4500000
5400000,"With the hydrogen supply exhausted at its core, the Sun leaves the main sequence and begins to evolve into a red giant.[94]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,5400000,5400000
6500000,"Mars reaches the same solar radiation flux as Earth today, after which it will suffer a similar fate to the Earth as described above.[76]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,6500000,6500000
7500000,Earth and Mars may become tidally locked with the expanding subgiant Sun.[76],https://en.wikipedia.org/wiki/Timeline_of_the_far_future,7500000,7500000
7590000,"The Earth and Moon are very likely destroyed by falling into the Sun, just before the Sun reaches the tip of its red giant phase and its maximum radius of 256 times the present-day value.[94][note 4] Before the final collision, the Moon possibly spirals below Earth's Roche limit, breaking into a ring of debris, most of which falls to the Earth's surface.[95] During this era, Saturn's moon Titan may reach surface temperatures necessary to support life.[96]",https://en.wikipedia.org/wiki/Timeline_of_the_far_future,7590000,7590000
