date,event,source,start_date,end_date
240000000,Increase in diversity of gomphodont cynodonts and rhynchosaurs,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,240000000,240000000
245000000,Earliest ichthyosaurs,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,245000000,245000000
248000000,Sturgeon and paddlefish (Acipenseridae) first appear.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,248000000,248000000
25000000,"Pelagornis sandersi appears in the fossil record, the largest flying bird that ever lived",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,25000000,25000000
25000000,First deer,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,25000000,25000000
250000000,Triadobatrachus massinoti is the earliest known frog,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,250000000,250000000
250000000,"The Mesozoic Marine Revolution begins: increasingly well adapted and diverse predators[who?] pressurize sessile marine groups; the ""balance of power"" in the oceans shifts dramatically as some groups of prey[who?] adapt more rapidly and effectively than others[who?].",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,250000000,250000000
250000,"Anatomically modern humans appear in Africa.[72][73][74] Around 50,000 years before present they start colonising the other continents, replacing the Neanderthals in Europe and other hominins in Asia.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,250000,250000
2500000000,Great Oxygenation Event led by cyanobacteria's oxygenic photosynthesis.[37] Commencement of plate tectonics with old marine crust dense enough to subduct.[20],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,2500000000,2500000000
251,The Steller's sea cow goes extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,251,251
251400000,"The Permian–Triassic extinction event eliminates over 90-95% of marine species. Terrestrial organisms were not as seriously affected as the marine biota. This ""clearing of the slate"" may have led to an ensuing diversification, but life on land took 30 million years to completely recover.[66]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,251400000,251400000
270000000,Gorgonopsians appear in the fossil record,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,270000000,270000000
275000000,Therapsid synapsids separate from pelycosaur synapsids,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,275000000,275000000
28000000,"Paraceratherium appears in the fossil record, the largest terrestrial mammal that ever lived. First pelicans.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,28000000,28000000
280000000,"Earliest beetles, seed plants and conifers diversify while lepidodendrids and sphenopsids decrease. Terrestrial temnospondyl amphibians and pelycosaurs (e.g. Dimetrodon) diversify in species.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,280000000,280000000
2800000000,"Oldest evidence for microbial life on land in the form of organic matter-rich paleosols, ephemeral ponds and alluvial sequences, some of them bearing microfossils.[38]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,2800000000,2800000000
296000000,Earliest known octopus (Pohlsepia),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,296000000,296000000
3000000,Earliest swordfish,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3000000,3000000
3600000,Blue whales grow to their modern sizes,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3600000,3600000
30000000,"First balanids and eucalypts, extinction of embrithopod and brontothere mammals, earliest pigs and cats",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,30000000,30000000
30000,"Extinction of Neanderthals, first domestic dogs",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,30000,30000
300000,"Gigantopithecus, a giant relative of the orangutan from Asia dies out",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,300000,300000
3000000000,"Photosynthesizing cyanobacteria evolved; they used water as a reducing agent, thereby producing oxygen as a waste product.[37] The oxygen initially oxidizes dissolved iron in the oceans, creating iron ore. The oxygen concentration in the atmosphere slowly rose, acting as a poison for many bacteria and eventually triggering the Great Oxygenation Event. The Moon, still very close to Earth, caused tides 1,000 feet (305 m) high.[citation needed] The Earth was continually wracked by hurricane-force winds. These extreme mixing influences are thought to have stimulated evolutionary processes.[citation needed]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3000000000,3000000000
305000000,Earliest diapsid reptiles (e.g. Petrolacosaurus),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,305000000,305000000
320000000,Synapsids (precursors to mammals) separate from sauropsids (reptiles) in late Carboniferous.[65],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,320000000,320000000
3200000000,Diversification and expansion of acritarchs.[36],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3200000000,3200000000
33000000,Evolution of the thylacinid marsupials (Badjcinus),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,33000000,33000000
330000000,First amniote vertebrates (Paleothyris),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,330000000,330000000
331,The dodo goes extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,331,331
340000000,Diversification of amphibians,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,340000000,340000000
35000000,"Grasses diversify from among the monocot angiosperms; grasslands begin to expand. Slight increase in diversity of cold-tolerant ostracods and foraminifers, along with major extinctions of gastropods, reptiles, amphibians, and multituberculate mammals. Many modern mammal groups begin to appear: first glyptodonts, ground sloths, canids, peccaries, and the first eagles and hawks. Diversity in toothed and baleen whales.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,35000000,35000000
350000000,"First large sharks, ratfishes, and hagfish",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,350000000,350000000
350000,Evolution of Neanderthals,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,350000,350000
3500000000,"Lifetime of the last universal common ancestor (LUCA);[31][32] the split between bacteria and archaea occurs.[33] Bacteria develop primitive forms of photosynthesis which at first did not produce oxygen.[34] These organisms generated Adenosine triphosphate (ATP) by exploiting a proton gradient, a mechanism still used in virtually all organisms.[35]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3500000000,3500000000
360000000,First crabs and ferns. Land flora dominated by seed ferns. The Xinhang forest grows around this time[64],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,360000000,360000000
363000000,"By the start of the Carboniferous Period, the Earth begins to resemble its present state. Insects roamed the land and would soon take to the skies; sharks swam the oceans as top predators,[63] and vegetation covered the land, with seed-bearing plants and forests soon to flourish. Four-limbed tetrapods gradually gain adaptations which will help them occupy a terrestrial life-habit.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,363000000,363000000
365000000,Acanthostega is one of the earliest vertebrates capable of walking.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,365000000,365000000
37000000,"First nimravid (""false saber-toothed cats"") carnivores — these species are unrelated to modern-type felines. First alligators",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,37000000,37000000
38000000,Earliest bears,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,38000000,38000000
3800000000,"Formation of a greenstone belt of the Isua complex of the western Greenland region, whose rocks show an isotope frequency suggestive of the presence of life.[20] The earliest evidences for life on Earth are 3.8 billion-year-old biogenic hematite in a banded iron formation of the Nuvvuagittuq Greenstone Belt in Canada,[27] graphite in 3.7 billion-year-old metasedimentary rocks discovered in western Greenland[28] and microbial mat fossils found in 3.48 billion-year-old sandstone discovered in Western Australia.[29][30]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3800000000,3800000000
3200000000,"Cells resembling prokaryotes appear.[24] These first organisms are chemoautotrophs: they use carbon dioxide as a carbon source and oxidize inorganic materials to extract energy. Later, prokaryotes evolve glycolysis, a set of chemical reactions that free the energy of organic molecules such as glucose and store it in the chemical bonds of ATP. Glycolysis (and ATP) continue to be used in almost all organisms, unchanged, to this day.[25][26]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3200000000,3200000000
392,The last recorded wild aurochs die out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,392,392
395000000,"First lichens, stoneworts. Earliest harvestmen, mites, hexapods (springtails) and ammonoids. The first known tetrapod tracks on land.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,395000000,395000000
4000000,"Evolution of Australopithecus, Stupendemys appears in the fossil record as the largest freshwater turtle, first modern elephants, giraffes, zebras, lions, rhinoceros and gazelles appear in the fossil record",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4000000,4000000
4500000,Marine iguanas diverge from land iguanas,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4500000,4500000
4800000,Mammoths appear in the fossil record,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4800000,4800000
40000000,"Modern-type butterflies and moths appear. Extinction of Gastornis. Basilosaurus, one of the first of the giant whales, appeared in the fossil record.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,40000000,40000000
40000,The last of the giant monitor lizards (Varanus priscus) die out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,40000,40000
400000,First polar bears,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,400000,400000
4000000000,"Formation of a greenstone belt of the Acasta Gneiss of the Slave craton in Northwest Territories, Canada, the oldest rock belt in the world.[20]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4000000000,4000000000
410000000,"First signs of teeth in fish. Earliest Nautilida, lycophytes, and trimerophytes.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,410000000,410000000
3950000000,"Late Heavy Bombardment (LHB): extended barrage of impact events upon the inner planets by meteoroids. Thermal flux from widespread hydrothermal activity during the LHB may have been conducive to abiogenesis and life's early diversification.[21] ""Remains of biotic life"" were found in 4.1 billion-year-old rocks in Western Australia.[22][23] This is when life most likely arose.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,3950000000,3950000000
420000000,"Earliest ray-finned fishes, trigonotarbid arachnids, and land scorpions[62]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,420000000,420000000
4280000000,Earliest possible appearance of life on Earth.[16][17][18][19],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4280000000,4280000000
440000000,"First agnathan fishes: Heterostraci, Galeaspida, and Pituriaspida",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,440000000,440000000
4404000000,First appearance of liquid water on Earth.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4404000000,4404000000
450000000,First complete conodonts and echinoids appear,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,450000000,450000000
4500000000,"According to the giant impact hypothesis, the Moon was formed when the planet Earth and the hypothesized planet Theia collided, sending a very large number of moonlets into orbit around the young Earth which eventually coalesced to form the Moon.[14] The gravitational pull of the new Moon stabilised the Earth's fluctuating axis of rotation and set up the conditions in which abiogenesis occurred.[15]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4500000000,4500000000
4500,The last members of a dwarf race of woolly mammoths vanish from Wrangel Island near Alaska,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4500,4500
4600000000,The planet Earth forms from the accretion disc revolving around the young Sun with organic compounds (complex organic molecules) necessary for life having perhaps formed in the protoplanetary disk of cosmic dust grains surrounding it before the formation of the Earth.[13],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,4600000000,4600000000
485000000,First vertebrates with true bones (jawless fishes),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,485000000,485000000
5000000,"First tree sloths and hippopotami, diversification of grazing herbivores like zebras and elephants, large carnivorous mammals like lions and the genus Canis, burrowing rodents, kangaroos, birds, and small carnivores, vultures increase in size, decrease in the number of perissodactyl mammals. Extinction of nimravid carnivores. First leopard seals.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,5000000,5000000
50000000,"Peak diversity of dinoflagellates and nannofossils, increase in diversity of anomalodesmatan and heteroconch bivalves, brontotheres, tapirs, rhinoceroses, and camels appear in the fossil record, diversification of primates",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,50000000,50000000
500000000,Jellyfish have existed since at least this time.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,500000000,500000000
505000000,Fossilization of the Burgess Shale,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,505000000,505000000
510000000,First cephalopods (nautiloids) and chitons,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,510000000,510000000
511000000,Earliest crustaceans,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,511000000,511000000
52000000,First bats appear (Onychonycteris),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,52000000,52000000
525000000,Earliest graptolites,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,525000000,525000000
530000000,The first known footprints on land date to 530 Ma.[61],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,530000000,530000000
535000000,"Major diversification of living things in the oceans: chordates, arthropods (e.g. trilobites, crustaceans), echinoderms, molluscs, brachiopods, foraminifers and radiolarians, etc.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,535000000,535000000
55000000,"Modern bird groups diversify (first song birds, parrots, loons, swifts, woodpeckers), first whale (Himalayacetus), earliest lagomorphs, armadillos, appearance of sirenian, proboscidean, perissodactyl and artiodactyl mammals in the fossil record. Angiosperms diversify. The ancestor (according to theory) of the species in the genus Carcharodon, the early mako shark Isurus hastalis, is alive.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,55000000,55000000
550000000,"First fossil evidence for Ctenophora (comb jellies), Porifera (sponges), Anthozoa (corals and sea anemones)",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,550000000,550000000
56000000,"Gastornis, a large flightless bird, appears in the fossil record",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,56000000,56000000
540000000,Most modern phyla of animals begin to appear in the fossil record during the Cambrian explosion.[56][57],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,540000000,540000000
561000000,"The Ediacara biota represent the first large, complex aquatic multicellular organisms — although their affinities remain a subject of debate.[55]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,561000000,561000000
59000000,Earliest sailfish appear,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,59000000,59000000
6000000,"Australopithecines diversify (Orrorin, Ardipithecus)",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,6000000,6000000
6500000,First hominins (Sahelanthropus),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,6500000,6500000
60000000,"Diversification of large, flightless birds. Earliest true primates,[who?] along with the first semelid bivalves, edentate, carnivoran and lipotyphlan mammals, and owls. The ancestors of the carnivorous mammals (miacids) were alive.[citation needed]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,60000000,60000000
600000000,"The accumulation of atmospheric oxygen allows the formation of an ozone layer.[54] Prior to this, land-based life would probably have required other chemicals to attenuate ultraviolet radiation enough to permit colonisation of the land.[38]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,600000000,600000000
600000,Evolution of Homo heidelbergensis,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,600000,600000
6000,Small populations of American mastodon die off in places like Utah and Michigan,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,6000,6000
62000000,Evolution of the first penguins,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,62000000,62000000
63000000,"Evolution of the creodonts, an important group of meat-eating (carnivorous) mammals",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,63000000,63000000
66000000,"The Cretaceous–Paleogene extinction event eradicates about half of all animal species, including mosasaurs, pterosaurs, plesiosaurs, ammonites, belemnites, rudist and inoceramid bivalves, most planktic foraminifers, and all of the dinosaurs excluding the birds.[70]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,66000000,66000000
66000000,"Rapid dominance of conifers and ginkgos in high latitudes, along with mammals becoming the dominant species. First psammobiid bivalves. Earliest rodents. Rapid diversification in ants.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,66000000,66000000
67,The Caribbean monk seal goes extinct[78],https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,67,67
68000000,"Tyrannosaurus, the largest terrestrial predator of what is now western North America appears in the fossil record. First species of Triceratops.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,68000000,68000000
70000000,Multituberculate mammals increase in diversity. First yoldiid bivalves.,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,70000000,70000000
750000000,First protozoa (ex: Melanocyrillium),https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,750000000,750000000
8000,The Giant Lemur died out,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,8000,8000
8,The western black rhinoceros is declared extinct,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,8,8
80000000,First ants,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,80000000,80000000
800000,Short-faced bears (Arctodus simus) become abundant in North America,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,800000,800000
83,"The thylacine goes extinct in a Tasmanian zoo, the last member of the family Thylacinidae",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,83,83
740000000,"A global glaciation may have occurred.[48][49] Opinion is divided on whether it increased or decreased biodiversity or the rate of evolution.[50][51][52] It is believed that this was due to evolution of the first land plants, which increased the amount of oxygen and lowered the amount of carbon dioxide in the atmosphere.[53]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,740000000,740000000
9000000,First platypuses,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,9000000,9000000
9500000,"The Great American Interchange, where various land and freshwater faunas migrated between North and South America. Armadillos, opossums, hummingbirds Phorusrhacids, Ground Sloths, Glyptodonts, and Meridiungulates traveled to North America, while horses, tapirs, saber-toothed cats, Jaguars, Bears, Coaties, Ferrets, Otters, Skunks and deer entered South America.",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,9500000,9500000
90000000,"Extinction of ichthyosaurs. Earliest snakes and nuculanid bivalves. Large diversification in angiosperms: magnoliids, rosids, hamamelidids, monocots, and ginger. Earliest examples of ticks. Probable origins of placental mammals (earliest undisputed fossil evidence is 66 Ma).",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,90000000,90000000
95000000,First crocodilians evolve,https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,95000000,95000000
1200000000,"Meiosis and sexual reproduction are present in single-celled eukaryotes, and possibly in the common ancestor of all eukaryotes.[44] Sex may even have arisen earlier in the RNA world.[45] Sexual reproduction first appears in the fossil records; it may have increased the rate of evolution.[46]",https://en.wikipedia.org/wiki/Timeline_of_the_evolutionary_history_of_life,1200000000,1200000000
